conversation_id,user_turn,user_prompt,qwen_smells,kev_smells,kev_probabilities
87d8f1cd48b8e7965975cf56d216e34a,3,"Make a Part 2 about the next day of Andy hanging out with the group, and he shows off his monster transformation skills explaining how he can be Ramona’s Evil Exes and he flirts and tease Ramona, in the the Club Rockit while Scott, Kim, and Stephen are preforming on stage, and Andy and Ramona are really close to each other and Andy playfully flirts with Ramona and the some of the group notices it, and then Matthew Patel (Ramona’s 1st Ex) shows up in person at the Club Rockit, crashing through the roof and landing in front of Andy, upon which he announces that their fight has begun. After Andy says he has no idea why Matthew wants to fight him, Matthew asks if he got the email, and Scott says he skimmed it, and then Andy vs. Matthew Patel and everybody in Club Rockit is watching them fight.",Vague / Missing Context; Ambiguous References; Format Ambiguity,Vague / Missing Context; Ambiguous References; Overloaded Prompt; Prompt Bloat / Convoluted Prompt; Conflicting Constraints,"{""Vague / Missing Context"": 0.7989, ""Ambiguous References"": 0.506, ""Format Ambiguity"": 0.3003, ""Overloaded Prompt"": 0.7612, ""Prompt Bloat / Convoluted Prompt"": 0.5388, ""Unnecessary Repetition"": 0.3681, ""Conflicting Constraints"": 0.5066, ""Irrelevant / Excessive Persona"": 0.3223, ""Bias / Loaded Framing"": 0.3913, ""Formality / Audience Mismatch"": 0.4112}"
7872167d83bd6290a974e1efdedb2b65,1,Answer this question as a 6 year old kid,Vague / Missing Context; Format Ambiguity,Vague / Missing Context; Overloaded Prompt; Conflicting Constraints; Bias / Loaded Framing,"{""Vague / Missing Context"": 0.7687, ""Ambiguous References"": 0.4286, ""Format Ambiguity"": 0.2282, ""Overloaded Prompt"": 0.6327, ""Prompt Bloat / Convoluted Prompt"": 0.3636, ""Unnecessary Repetition"": 0.3792, ""Conflicting Constraints"": 0.5454, ""Irrelevant / Excessive Persona"": 0.3251, ""Bias / Loaded Framing"": 0.5585, ""Formality / Audience Mismatch"": 0.3735}"
7872167d83bd6290a974e1efdedb2b65,2,"We all dream to be someone special and different than who we are. So
tickle your brains and write few imaginative lines starting from if I was",Irrelevant / Excessive Persona,Vague / Missing Context; Overloaded Prompt; Bias / Loaded Framing,"{""Vague / Missing Context"": 0.7874, ""Ambiguous References"": 0.3323, ""Format Ambiguity"": 0.2162, ""Overloaded Prompt"": 0.7193, ""Prompt Bloat / Convoluted Prompt"": 0.4509, ""Unnecessary Repetition"": 0.3769, ""Conflicting Constraints"": 0.4736, ""Irrelevant / Excessive Persona"": 0.2292, ""Bias / Loaded Framing"": 0.6155, ""Formality / Audience Mismatch"": 0.299}"
7872167d83bd6290a974e1efdedb2b65,3,As a 6 year old girl,Vague / Missing Context; Ambiguous References,Vague / Missing Context; Overloaded Prompt; Conflicting Constraints; Bias / Loaded Framing,"{""Vague / Missing Context"": 0.8649, ""Ambiguous References"": 0.4648, ""Format Ambiguity"": 0.2697, ""Overloaded Prompt"": 0.7107, ""Prompt Bloat / Convoluted Prompt"": 0.4524, ""Unnecessary Repetition"": 0.4624, ""Conflicting Constraints"": 0.6555, ""Irrelevant / Excessive Persona"": 0.4106, ""Bias / Loaded Framing"": 0.6363, ""Formality / Audience Mismatch"": 0.3954}"
7872167d83bd6290a974e1efdedb2b65,4,Short,Vague / Missing Context,Vague / Missing Context; Overloaded Prompt; Conflicting Constraints; Bias / Loaded Framing; Formality / Audience Mismatch,"{""Vague / Missing Context"": 0.8774, ""Ambiguous References"": 0.4099, ""Format Ambiguity"": 0.257, ""Overloaded Prompt"": 0.7419, ""Prompt Bloat / Convoluted Prompt"": 0.3993, ""Unnecessary Repetition"": 0.46, ""Conflicting Constraints"": 0.7361, ""Irrelevant / Excessive Persona"": 0.2775, ""Bias / Loaded Framing"": 0.7163, ""Formality / Audience Mismatch"": 0.5452}"
7872167d83bd6290a974e1efdedb2b65,5,Little long,Vague / Missing Context; Ambiguous References,Vague / Missing Context; Overloaded Prompt; Conflicting Constraints; Bias / Loaded Framing,"{""Vague / Missing Context"": 0.8541, ""Ambiguous References"": 0.4271, ""Format Ambiguity"": 0.2826, ""Overloaded Prompt"": 0.727, ""Prompt Bloat / Convoluted Prompt"": 0.4692, ""Unnecessary Repetition"": 0.4453, ""Conflicting Constraints"": 0.7091, ""Irrelevant / Excessive Persona"": 0.3153, ""Bias / Loaded Framing"": 0.5988, ""Formality / Audience Mismatch"": 0.4901}"
7872167d83bd6290a974e1efdedb2b65,6,Simple english,Unnecessary Repetition,Vague / Missing Context; Overloaded Prompt; Conflicting Constraints; Bias / Loaded Framing,"{""Vague / Missing Context"": 0.8256, ""Ambiguous References"": 0.2883, ""Format Ambiguity"": 0.2257, ""Overloaded Prompt"": 0.5549, ""Prompt Bloat / Convoluted Prompt"": 0.288, ""Unnecessary Repetition"": 0.387, ""Conflicting Constraints"": 0.5968, ""Irrelevant / Excessive Persona"": 0.1865, ""Bias / Loaded Framing"": 0.5088, ""Formality / Audience Mismatch"": 0.4607}"
5b8fb38fc18584709e11403b3d8eb6eb,1,"Реализовать поведенческий паттерн итератор на typecsipt для массива объектов вида 
const collection =[
    { id: 1, date: '01-01-2023', text: 'text 1' },
    { id: 2, date: '02-01-2023', text: 'text 2' },
    { id: 3, date: '03-01-2023', text: 'text 3' },
];

с возможностью обхода объекта по полю id и по полю date

в качестве примера используй этот код

class Task {
    constructor(public priority: number) {}
}

class TaskList {
    private tasks: Task[] = [];

    public sortByPriority() {
        this.tasks = this.tasks.sort((a, b) => {
            if (a.priority > b.priority) {
                return 1;
            } else if (a.priority > b.priority) {
                return 0;
            } else {
                return -1;
            }
        });
    }

    public addTask(task: Task) {
        this.tasks.push(task);
    }

    public getTask() {
        return this.tasks;
    }

    public count() {
        return this.tasks.length;
    }

    public getIterator() {
        return new PriorityIterator(this);
    }
}

interface IIterator<T> {
    current(): T | undefined;
    next(): T | undefined;
    prev(): T | undefined;
    index(): number;
}

class PriorityIterator implements IIterator<Task> {
    private idx: number = 0;
    private taskList: TaskList;

    constructor(taskList: TaskList) {
        taskList.sortByPriority();
        this.taskList = taskList;
    }

    current(): Task | undefined {
        return this.taskList.getTask()[this.idx];
    }
    next(): Task | undefined {
        this.idx += 1;
        return this.taskList.getTask()[this.idx];
    }
    prev(): Task | undefined {
        this.idx -= 1;
        return this.taskList.getTask()[this.idx];
    }
    index(): number {
        return this.idx;
    }
}

const taskList = new TaskList();
taskList.addTask(new Task(8));
taskList.addTask(new Task(1));
taskList.addTask(new Task(3));

const iterator = taskList.getIterator();
console.log(iterator.current());
console.log(iterator.next());
console.log(iterator.next());
console.log(iterator.prev());
console.log(iterator.index());",Overloaded Prompt; Format Ambiguity,Vague / Missing Context; Overloaded Prompt; Unnecessary Repetition; Conflicting Constraints,"{""Vague / Missing Context"": 0.7455, ""Ambiguous References"": 0.3834, ""Format Ambiguity"": 0.3573, ""Overloaded Prompt"": 0.6245, ""Prompt Bloat / Convoluted Prompt"": 0.4641, ""Unnecessary Repetition"": 0.5794, ""Conflicting Constraints"": 0.6249, ""Irrelevant / Excessive Persona"": 0.307, ""Bias / Loaded Framing"": 0.3691, ""Formality / Audience Mismatch"": 0.4462}"
9c5c9afd8bddb9e1fefd1517cbf881b0,3,shorter,Format Ambiguity; Overloaded Prompt,Vague / Missing Context; Overloaded Prompt; Prompt Bloat / Convoluted Prompt; Conflicting Constraints; Bias / Loaded Framing; Formality / Audience Mismatch,"{""Vague / Missing Context"": 0.8373, ""Ambiguous References"": 0.4068, ""Format Ambiguity"": 0.3014, ""Overloaded Prompt"": 0.7376, ""Prompt Bloat / Convoluted Prompt"": 0.5028, ""Unnecessary Repetition"": 0.4883, ""Conflicting Constraints"": 0.7567, ""Irrelevant / Excessive Persona"": 0.3187, ""Bias / Loaded Framing"": 0.69, ""Formality / Audience Mismatch"": 0.5521}"
9c5c9afd8bddb9e1fefd1517cbf881b0,4,cut one or to lines,Format Ambiguity; Vague / Missing Context,Vague / Missing Context; Overloaded Prompt; Conflicting Constraints; Bias / Loaded Framing,"{""Vague / Missing Context"": 0.8292, ""Ambiguous References"": 0.4185, ""Format Ambiguity"": 0.3489, ""Overloaded Prompt"": 0.8001, ""Prompt Bloat / Convoluted Prompt"": 0.4499, ""Unnecessary Repetition"": 0.4649, ""Conflicting Constraints"": 0.7605, ""Irrelevant / Excessive Persona"": 0.2969, ""Bias / Loaded Framing"": 0.6826, ""Formality / Audience Mismatch"": 0.4649}"
2aef14f14769ecb728d76bb4947943f7,1,"Should a channel for kids aged 6-11/9-14 air the CBeebies show Big and Small, which is made for a younger audience. Keep in mind the channel doesn’t have a preschool block",Vague / Missing Context; Ambiguous References,Vague / Missing Context; Overloaded Prompt; Unnecessary Repetition; Conflicting Constraints; Bias / Loaded Framing,"{""Vague / Missing Context"": 0.6973, ""Ambiguous References"": 0.4536, ""Format Ambiguity"": 0.2817, ""Overloaded Prompt"": 0.6985, ""Prompt Bloat / Convoluted Prompt"": 0.4893, ""Unnecessary Repetition"": 0.5124, ""Conflicting Constraints"": 0.7441, ""Irrelevant / Excessive Persona"": 0.2961, ""Bias / Loaded Framing"": 0.5792, ""Formality / Audience Mismatch"": 0.4071}"
970bd8fb2cb0076848fb152b15becb6e,1,"Should a channel named Pizzavision, made for kids aged 6-11/9-14 air the CBeebies show Big and Small, which is made for a younger audience. Keep in mind the channel doesn’t have a preschool block",Ambiguous References; Overloaded Prompt,Vague / Missing Context; Overloaded Prompt; Prompt Bloat / Convoluted Prompt; Unnecessary Repetition; Conflicting Constraints; Bias / Loaded Framing,"{""Vague / Missing Context"": 0.7531, ""Ambiguous References"": 0.4687, ""Format Ambiguity"": 0.2983, ""Overloaded Prompt"": 0.6969, ""Prompt Bloat / Convoluted Prompt"": 0.5141, ""Unnecessary Repetition"": 0.512, ""Conflicting Constraints"": 0.7375, ""Irrelevant / Excessive Persona"": 0.321, ""Bias / Loaded Framing"": 0.6104, ""Formality / Audience Mismatch"": 0.474}"
bab13d84d7d2e053c9feee7a31db4b77,1,"Should a channel named Pizzavision, made for kids aged 6-11/9-14 air the CBeebies show Big and Small, which is made for a younger audience. Keep in mind the channel doesn’t have a preschool block",Ambiguous References; Overloaded Prompt,Vague / Missing Context; Overloaded Prompt; Prompt Bloat / Convoluted Prompt; Unnecessary Repetition; Conflicting Constraints; Bias / Loaded Framing,"{""Vague / Missing Context"": 0.7531, ""Ambiguous References"": 0.4687, ""Format Ambiguity"": 0.2983, ""Overloaded Prompt"": 0.6969, ""Prompt Bloat / Convoluted Prompt"": 0.5141, ""Unnecessary Repetition"": 0.512, ""Conflicting Constraints"": 0.7375, ""Irrelevant / Excessive Persona"": 0.321, ""Bias / Loaded Framing"": 0.6104, ""Formality / Audience Mismatch"": 0.474}"
e5d9c89c2c336e4bfaeeb420eb439391,1,"difference bet RS232, RS422 & RS485",Vague / Missing Context; Format Ambiguity,Vague / Missing Context; Overloaded Prompt; Conflicting Constraints,"{""Vague / Missing Context"": 0.8259, ""Ambiguous References"": 0.3172, ""Format Ambiguity"": 0.2626, ""Overloaded Prompt"": 0.652, ""Prompt Bloat / Convoluted Prompt"": 0.3199, ""Unnecessary Repetition"": 0.4132, ""Conflicting Constraints"": 0.6644, ""Irrelevant / Excessive Persona"": 0.2395, ""Bias / Loaded Framing"": 0.3917, ""Formality / Audience Mismatch"": 0.3711}"
36815bb5e872da05bf6d61100ae0e472,3,write a jacob fatu vs eddie kingston with fatu win ,Vague / Missing Context; Format Ambiguity,Vague / Missing Context; Overloaded Prompt; Conflicting Constraints; Bias / Loaded Framing; Formality / Audience Mismatch,"{""Vague / Missing Context"": 0.8215, ""Ambiguous References"": 0.4451, ""Format Ambiguity"": 0.3444, ""Overloaded Prompt"": 0.712, ""Prompt Bloat / Convoluted Prompt"": 0.3965, ""Unnecessary Repetition"": 0.431, ""Conflicting Constraints"": 0.7423, ""Irrelevant / Excessive Persona"": 0.3183, ""Bias / Loaded Framing"": 0.7134, ""Formality / Audience Mismatch"": 0.5495}"
36815bb5e872da05bf6d61100ae0e472,4,write a fatu vs ddp with fatu win,Vague / Missing Context; Ambiguous References,Vague / Missing Context; Overloaded Prompt; Unnecessary Repetition; Conflicting Constraints; Bias / Loaded Framing; Formality / Audience Mismatch,"{""Vague / Missing Context"": 0.7921, ""Ambiguous References"": 0.4446, ""Format Ambiguity"": 0.3213, ""Overloaded Prompt"": 0.7211, ""Prompt Bloat / Convoluted Prompt"": 0.4328, ""Unnecessary Repetition"": 0.5489, ""Conflicting Constraints"": 0.7738, ""Irrelevant / Excessive Persona"": 0.2877, ""Bias / Loaded Framing"": 0.7225, ""Formality / Audience Mismatch"": 0.5184}"
0b82001902668cf0a0e6d01e379ddf76,1,"Status of “Sailor Moon” in Albania, Algeria, Andorra, Angola, Antigua and Barbuda, Argentina, Armenia, Australia, Austria, Azerbaijan, Abkhazia, and Artsakh
If there is, then the status will be “yes” and tell on which TV channels it is broadcast in a particular country, there is partially (there are only subtitles or it is broadcasting in English and also tell me on which TV channel), then the status will be “partially”, and if not, then the status will be “no” (also state the reason) and “unknown” if unknown",Vague / Missing Context,Vague / Missing Context; Overloaded Prompt; Prompt Bloat / Convoluted Prompt; Conflicting Constraints,"{""Vague / Missing Context"": 0.6349, ""Ambiguous References"": 0.4695, ""Format Ambiguity"": 0.4057, ""Overloaded Prompt"": 0.6684, ""Prompt Bloat / Convoluted Prompt"": 0.504, ""Unnecessary Repetition"": 0.3569, ""Conflicting Constraints"": 0.6686, ""Irrelevant / Excessive Persona"": 0.2419, ""Bias / Loaded Framing"": 0.4908, ""Formality / Audience Mismatch"": 0.4809}"
0b82001902668cf0a0e6d01e379ddf76,2,"Status of “Sailor Moon” in Bahamas, The, Bahrain, Bangladesh, Belgium, Belize, Benin, Bhutan, Bolivia, Bosnia and Herzegovina, Botswana, Brazil, Brunei, Bulgaria, Burkina Faso, and Burundi
If there is, then the status will be “yes” and tell on which TV channels it is broadcast in a particular country, there is partially (there are only subtitles or it is broadcasting in English and also tell me on which TV channel), then the status will be “partially”, and if not, then the status will be “no” (also state the reason) and “unknown” if unknown",Ambiguous References; Vague / Missing Context,Vague / Missing Context; Overloaded Prompt; Conflicting Constraints,"{""Vague / Missing Context"": 0.622, ""Ambiguous References"": 0.3921, ""Format Ambiguity"": 0.4105, ""Overloaded Prompt"": 0.6487, ""Prompt Bloat / Convoluted Prompt"": 0.4659, ""Unnecessary Repetition"": 0.3555, ""Conflicting Constraints"": 0.6399, ""Irrelevant / Excessive Persona"": 0.2299, ""Bias / Loaded Framing"": 0.4482, ""Formality / Audience Mismatch"": 0.4291}"
0b82001902668cf0a0e6d01e379ddf76,3,"Status of “Sailor Moon” in Cambodia, Cameroon, Canada, Cape Verde, Central African Republic, Chad, Chile, China, Colombia, Comoros, Costa Rica, Croatia, Cuba, Cyprus, Czech Republic, and Cook Islands
If there is, then the status will be “yes” and tell on which TV channels it is broadcast in a particular country, there is partially (there are only subtitles or it is broadcasting in English and also tell me on which TV channel), then the status will be “partially”, and if not, then the status will be “no” (also state the reason) and “unknown” if unknown",Vague / Missing Context,Vague / Missing Context; Overloaded Prompt; Conflicting Constraints,"{""Vague / Missing Context"": 0.5956, ""Ambiguous References"": 0.3842, ""Format Ambiguity"": 0.4798, ""Overloaded Prompt"": 0.6603, ""Prompt Bloat / Convoluted Prompt"": 0.4716, ""Unnecessary Repetition"": 0.339, ""Conflicting Constraints"": 0.6236, ""Irrelevant / Excessive Persona"": 0.2095, ""Bias / Loaded Framing"": 0.4793, ""Formality / Audience Mismatch"": 0.4322}"
0b82001902668cf0a0e6d01e379ddf76,4,"Status of “Sailor Moon” in Democratic Republic of the Congo, Denmark, Djibouti, Dominica, and Dominican Republic
If there is, then the status will be “yes” and tell on which TV channels it is broadcast in a particular country, there is partially (there are only subtitles or it is broadcasting in English and also tell me on which TV channel), then the status will be “partially”, and if not, then the status will be “no” (also state the reason) and “unknown” if unknown",Vague / Missing Context,Vague / Missing Context; Overloaded Prompt; Prompt Bloat / Convoluted Prompt; Conflicting Constraints; Bias / Loaded Framing; Formality / Audience Mismatch,"{""Vague / Missing Context"": 0.6157, ""Ambiguous References"": 0.4634, ""Format Ambiguity"": 0.3596, ""Overloaded Prompt"": 0.6924, ""Prompt Bloat / Convoluted Prompt"": 0.5143, ""Unnecessary Repetition"": 0.3812, ""Conflicting Constraints"": 0.6826, ""Irrelevant / Excessive Persona"": 0.2352, ""Bias / Loaded Framing"": 0.5286, ""Formality / Audience Mismatch"": 0.5026}"
0b82001902668cf0a0e6d01e379ddf76,5,"Status of “Sailor Moon” in East Timor, Ecuador, Egypt, El Salvador, Equatorial Guinea, Eritrea, Estonia, Eswatini (Swaziland), and Ethiopia
If there is, then the status will be “yes” and tell on which TV channels it is broadcast in a particular country, there is partially (there are only subtitles or it is broadcasting in English and also tell me on which TV channel), then the status will be “partially”, and if not, then the status will be “no” (also state the reason) and “unknown” if unknown",Vague / Missing Context,Vague / Missing Context; Overloaded Prompt; Prompt Bloat / Convoluted Prompt; Conflicting Constraints; Bias / Loaded Framing; Formality / Audience Mismatch,"{""Vague / Missing Context"": 0.66, ""Ambiguous References"": 0.4821, ""Format Ambiguity"": 0.4261, ""Overloaded Prompt"": 0.6974, ""Prompt Bloat / Convoluted Prompt"": 0.5442, ""Unnecessary Repetition"": 0.3842, ""Conflicting Constraints"": 0.663, ""Irrelevant / Excessive Persona"": 0.2691, ""Bias / Loaded Framing"": 0.5325, ""Formality / Audience Mismatch"": 0.5004}"
0b82001902668cf0a0e6d01e379ddf76,6,"Status of “Sailor Moon” in Fiji, Finland, and France
If there is, then the status will be “yes” and tell on which TV channels it is broadcast in a particular country, there is partially (there are only subtitles or it is broadcasting in English and also tell me on which TV channel), then the status will be “partially”, and if not, then the status will be “no” (also state the reason) and “unknown” if unknown",Vague / Missing Context,Vague / Missing Context; Overloaded Prompt; Prompt Bloat / Convoluted Prompt; Conflicting Constraints; Bias / Loaded Framing; Formality / Audience Mismatch,"{""Vague / Missing Context"": 0.6101, ""Ambiguous References"": 0.4824, ""Format Ambiguity"": 0.3948, ""Overloaded Prompt"": 0.6667, ""Prompt Bloat / Convoluted Prompt"": 0.5059, ""Unnecessary Repetition"": 0.379, ""Conflicting Constraints"": 0.6866, ""Irrelevant / Excessive Persona"": 0.2362, ""Bias / Loaded Framing"": 0.5206, ""Formality / Audience Mismatch"": 0.5042}"
0b82001902668cf0a0e6d01e379ddf76,7,"Status of “Sailor Moon” in Gabon, Gambia, The, Georgia, Germany, Ghana, Greece, Grenada, Guatemala, Guinea, Guinea-Bissau, and Guyana
If there is, then the status will be “yes” and tell on which TV channels it is broadcast in a particular country, there is partially (there are only subtitles or it is broadcasting in English and also tell me on which TV channel), then the status will be “partially”, and if not, then the status will be “no” (also state the reason) and “unknown” if unknown",Vague / Missing Context; Format Ambiguity,Vague / Missing Context; Overloaded Prompt; Prompt Bloat / Convoluted Prompt; Conflicting Constraints; Bias / Loaded Framing; Formality / Audience Mismatch,"{""Vague / Missing Context"": 0.6879, ""Ambiguous References"": 0.4898, ""Format Ambiguity"": 0.365, ""Overloaded Prompt"": 0.6861, ""Prompt Bloat / Convoluted Prompt"": 0.547, ""Unnecessary Repetition"": 0.4197, ""Conflicting Constraints"": 0.6836, ""Irrelevant / Excessive Persona"": 0.2576, ""Bias / Loaded Framing"": 0.5196, ""Formality / Audience Mismatch"": 0.5273}"
0b82001902668cf0a0e6d01e379ddf76,8,"Status of “Sailor Moon” in Haiti, Honduras, and Hungary
If there is, then the status will be “yes” and tell on which TV channels it is broadcast in a particular country, there is partially (there are only subtitles or it is broadcasting in English and also tell me on which TV channel), then the status will be “partially”, and if not, then the status will be “no” (also state the reason) and “unknown” if unknown",Vague / Missing Context,Vague / Missing Context; Ambiguous References; Overloaded Prompt; Prompt Bloat / Convoluted Prompt; Conflicting Constraints; Bias / Loaded Framing; Formality / Audience Mismatch,"{""Vague / Missing Context"": 0.6412, ""Ambiguous References"": 0.51, ""Format Ambiguity"": 0.3482, ""Overloaded Prompt"": 0.6826, ""Prompt Bloat / Convoluted Prompt"": 0.5236, ""Unnecessary Repetition"": 0.3797, ""Conflicting Constraints"": 0.6895, ""Irrelevant / Excessive Persona"": 0.2408, ""Bias / Loaded Framing"": 0.5555, ""Formality / Audience Mismatch"": 0.5189}"
0b82001902668cf0a0e6d01e379ddf76,9,"Status of “Sailor Moon” in Iceland, India, Indonesia, Iran, Iraq, Ireland, Israel, Italy, and Ivory Coast
If there is, then the status will be “yes” and tell on which TV channels it is broadcast in a particular country, there is partially (there are only subtitles or it is broadcasting in English and also tell me on which TV channel), then the status will be “partially”, and if not, then the status will be “no” (also state the reason) and “unknown” if unknown",Vague / Missing Context; Format Ambiguity,Vague / Missing Context; Overloaded Prompt; Prompt Bloat / Convoluted Prompt; Conflicting Constraints; Bias / Loaded Framing; Formality / Audience Mismatch,"{""Vague / Missing Context"": 0.6063, ""Ambiguous References"": 0.4588, ""Format Ambiguity"": 0.4009, ""Overloaded Prompt"": 0.6841, ""Prompt Bloat / Convoluted Prompt"": 0.5275, ""Unnecessary Repetition"": 0.3738, ""Conflicting Constraints"": 0.6734, ""Irrelevant / Excessive Persona"": 0.2602, ""Bias / Loaded Framing"": 0.5258, ""Formality / Audience Mismatch"": 0.5146}"
0b82001902668cf0a0e6d01e379ddf76,10,"Status of “Sailor Moon” in Jamaica, Japan, and Jordan
If there is, then the status will be “yes” and tell on which TV channels it is broadcast in a particular country, there is partially (there are only subtitles or it is broadcasting in English and also tell me on which TV channel), then the status will be “partially”, and if not, then the status will be “no” (also state the reason) and “unknown” if unknown",Vague / Missing Context,Vague / Missing Context; Ambiguous References; Overloaded Prompt; Prompt Bloat / Convoluted Prompt; Conflicting Constraints; Bias / Loaded Framing; Formality / Audience Mismatch,"{""Vague / Missing Context"": 0.6656, ""Ambiguous References"": 0.5059, ""Format Ambiguity"": 0.3686, ""Overloaded Prompt"": 0.6869, ""Prompt Bloat / Convoluted Prompt"": 0.5326, ""Unnecessary Repetition"": 0.3834, ""Conflicting Constraints"": 0.6964, ""Irrelevant / Excessive Persona"": 0.2536, ""Bias / Loaded Framing"": 0.5252, ""Formality / Audience Mismatch"": 0.5252}"
0b82001902668cf0a0e6d01e379ddf76,11,"Status of “Sailor Moon” in Kazakhstan, Kenya, Kiribati,  Kuwait, Kyrgyzstan, and Kosovo
If there is, then the status will be “yes” and tell on which TV channels it is broadcast in a particular country, there is partially (there are only subtitles or it is broadcasting in English and also tell me on which TV channel), then the status will be “partially”, and if not, then the status will be “no” (also state the reason) and “unknown” if unknown",Vague / Missing Context,Vague / Missing Context; Overloaded Prompt; Prompt Bloat / Convoluted Prompt; Conflicting Constraints; Bias / Loaded Framing; Formality / Audience Mismatch,"{""Vague / Missing Context"": 0.682, ""Ambiguous References"": 0.4938, ""Format Ambiguity"": 0.3732, ""Overloaded Prompt"": 0.7089, ""Prompt Bloat / Convoluted Prompt"": 0.5486, ""Unnecessary Repetition"": 0.3917, ""Conflicting Constraints"": 0.7014, ""Irrelevant / Excessive Persona"": 0.2643, ""Bias / Loaded Framing"": 0.5377, ""Formality / Audience Mismatch"": 0.5615}"
0b82001902668cf0a0e6d01e379ddf76,12,"Status of “Sailor Moon” in Laos, Latvia, Lebanon, Lesotho, Liberia, Libya, Liechtenstein, Lithuania, and Luxembourg
If there is, then the status will be “yes” and tell on which TV channels it is broadcast in a particular country, there is partially (there are only subtitles or it is broadcasting in English and also tell me on which TV channel), then the status will be “partially”, and if not, then the status will be “no” (also state the reason) and “unknown” if unknown",Vague / Missing Context,Vague / Missing Context; Overloaded Prompt; Conflicting Constraints; Bias / Loaded Framing,"{""Vague / Missing Context"": 0.6039, ""Ambiguous References"": 0.4366, ""Format Ambiguity"": 0.3782, ""Overloaded Prompt"": 0.6673, ""Prompt Bloat / Convoluted Prompt"": 0.4911, ""Unnecessary Repetition"": 0.3576, ""Conflicting Constraints"": 0.6596, ""Irrelevant / Excessive Persona"": 0.2205, ""Bias / Loaded Framing"": 0.5293, ""Formality / Audience Mismatch"": 0.4882}"
0b82001902668cf0a0e6d01e379ddf76,13,"Status of “Sailor Moon” in Madagascar, Malawi, Malaysia, Maldives, Mali, Malta, Marshall Islands, Mauritania, Mauritius, Mexico, Micronesia, Federated States of, Moldova, Monaco, Mongolia, Morocco, Mozambique, and Myanmar
If there is, then the status will be “yes” and tell on which TV channels it is broadcast in a particular country, there is partially (there are only subtitles or it is broadcasting in English and also tell me on which TV channel), then the status will be “partially”, and if not, then the status will be “no” (also state the reason) and “unknown” if unknown",Vague / Missing Context,Vague / Missing Context; Overloaded Prompt; Prompt Bloat / Convoluted Prompt; Conflicting Constraints,"{""Vague / Missing Context"": 0.6534, ""Ambiguous References"": 0.4614, ""Format Ambiguity"": 0.419, ""Overloaded Prompt"": 0.6899, ""Prompt Bloat / Convoluted Prompt"": 0.5297, ""Unnecessary Repetition"": 0.3728, ""Conflicting Constraints"": 0.658, ""Irrelevant / Excessive Persona"": 0.2278, ""Bias / Loaded Framing"": 0.4975, ""Formality / Audience Mismatch"": 0.4541}"
37a778978bee38f2f66753ad3a95d4cb,1,"Should a channel named Pizzavision, made for kids aged 6-11/9-14 air the CBeebies show Big and Small, which is made for a younger audience. Keep in mind the channel doesn’t have a preschool block",Ambiguous References; Overloaded Prompt,Vague / Missing Context; Overloaded Prompt; Prompt Bloat / Convoluted Prompt; Unnecessary Repetition; Conflicting Constraints; Bias / Loaded Framing,"{""Vague / Missing Context"": 0.7531, ""Ambiguous References"": 0.4687, ""Format Ambiguity"": 0.2983, ""Overloaded Prompt"": 0.6969, ""Prompt Bloat / Convoluted Prompt"": 0.5141, ""Unnecessary Repetition"": 0.512, ""Conflicting Constraints"": 0.7375, ""Irrelevant / Excessive Persona"": 0.321, ""Bias / Loaded Framing"": 0.6104, ""Formality / Audience Mismatch"": 0.474}"
37a778978bee38f2f66753ad3a95d4cb,2,The show had a short cult following in 2022,Vague / Missing Context; Format Ambiguity,Vague / Missing Context; Overloaded Prompt; Conflicting Constraints; Bias / Loaded Framing,"{""Vague / Missing Context"": 0.8731, ""Ambiguous References"": 0.4473, ""Format Ambiguity"": 0.21, ""Overloaded Prompt"": 0.6713, ""Prompt Bloat / Convoluted Prompt"": 0.3683, ""Unnecessary Repetition"": 0.402, ""Conflicting Constraints"": 0.6433, ""Irrelevant / Excessive Persona"": 0.2545, ""Bias / Loaded Framing"": 0.5214, ""Formality / Audience Mismatch"": 0.4611}"
0679145c86eafed4381c8c2adfc1db6b,1,You have one year to get into an Ivy League. You can take any freshman college course up to 5 per semester and have access to anything you need to pursue this goal what would you do,Vague / Missing Context,Vague / Missing Context; Overloaded Prompt; Conflicting Constraints,"{""Vague / Missing Context"": 0.7506, ""Ambiguous References"": 0.3922, ""Format Ambiguity"": 0.2507, ""Overloaded Prompt"": 0.6702, ""Prompt Bloat / Convoluted Prompt"": 0.39, ""Unnecessary Repetition"": 0.3615, ""Conflicting Constraints"": 0.628, ""Irrelevant / Excessive Persona"": 0.3068, ""Bias / Loaded Framing"": 0.4881, ""Formality / Audience Mismatch"": 0.3464}"
0679145c86eafed4381c8c2adfc1db6b,2,No no. You must show passion. Let’s say you want to show a passion for mechanical engineering what would you do in the span of one year,Vague / Missing Context; Format Ambiguity,Vague / Missing Context; Overloaded Prompt; Conflicting Constraints,"{""Vague / Missing Context"": 0.7611, ""Ambiguous References"": 0.3693, ""Format Ambiguity"": 0.2939, ""Overloaded Prompt"": 0.6626, ""Prompt Bloat / Convoluted Prompt"": 0.4354, ""Unnecessary Repetition"": 0.4061, ""Conflicting Constraints"": 0.6659, ""Irrelevant / Excessive Persona"": 0.3416, ""Bias / Loaded Framing"": 0.4996, ""Formality / Audience Mismatch"": 0.4823}"
